,uid,sentiment,text,clean_text,predicted,predicted_proba
11009,26190,negative,@ husainhaqqani Is banday ki koi 1 chez jo is mulk k liye ho .. aor is jaisay bc ko ambassador bnya tha .. kia kia hoga isnay mulk k sath ..  ,husainhaqqani banday ki koi chez jo mulk k liy ho aor jaisay bc ko ambassador bnya tha kia kia hoga isnay mulk k sath,negative,"tensor([0.5536, 0.3774, 0.0690])"
9632,22378,positive,RT @ ANI Arjun Ram Meghwal BJP I thank the PM & Amit Shah ji for showing trust in me I thank them on behalf of the people of Bikaner PM …  ,ani arjun ram meghwal bjp thank pm amit shah ji show trust thank behalf peopl bikan pm …,positive,"tensor([0.0865, 0.2577, 0.6558])"
9982,23204,neutral,@ BBhuttoZardari MNA ko kya right he k wo army Chek post pe hmla kr de . Teri siyasat khatm ho chuki beta .  ,bbhuttozardari mna ko kya right k wo armi chek post pe hmla kr de teri siyasat khatm ho chuki beta,negative,"tensor([0.8902, 0.0838, 0.0261])"
7373,17144,negative,@ Nehr _ who Accha hua haar gaye saale is desh me padhe likhe logo ki koi zaroorat nahi hai aap padhe likhe ho ye za … https // t co / MBkDgupJWf  ,nehr accha hua haar gay saal desh padh likh logo ki koi zaroorat nahi hai aap padh likh ho ye za … co mbkdgupjwf,negative,"tensor([0.5077, 0.3234, 0.1689])"
13534,33387,negative,@ SSGPA1 @ Xadeejournalist I wish i could say the same to you but your damage is beyond repair Aik acha misaal deta … https // t co / MvtFmJsIdf  ,ssgpa xadeejournalist wish could say damag beyond repair aik acha misaal deta … co mvtfmjsidf,neutral,"tensor([0.2283, 0.4979, 0.2738])"
14017,35303,neutral,@ apugcp24goa Teri tweet dekhke yabir fans yahi kahege ke adiza fan hain iss liye yabie scean na ho iss liye vo shre … https // t . co / vrs0BQL7EV  ,apugcpgoa teri tweet dekhk yabir fan yahi kaheg ke adiza fan hain iss liy yabi scean na ho iss liy vo shre … co vrsbqlev,negative,"tensor([0.4167, 0.4038, 0.1795])"
16856,26480,negative,RT @ cybersh0tz Ab kya sari garmion ma ye weather ss wali tweets dekhte rhain ge kya BC !  ,cybershtz ab kya sari garmion ye weather ss wali tweet dekht rhain ge kya bc,neutral,"tensor([0.3744, 0.5780, 0.0476])"
11572,27277,negative,@ Atheist _ Krishna @ narendramodi Kejri ka invitation photo shop karlo khud k Naam pe kejru toh thappad khaana hai vo vaha laga rahega  ,atheist krishna narendramodi kejri ka invit photo shop karlo khud k naam pe kejru toh thappad khaana hai vo vaha laga rahega,negative,"tensor([0.4875, 0.3317, 0.1808])"
10723,25400,positive,@ sanjukta Saari wah-wahi non veg khaane me hi hai .... itne saare items vrg me khaane ke liye usko khao na ... dimaag m … https // t . co / 2VQvvH5uId  ,sanjukta saari wahwahi non veg khaan hi hai itn saar item vrg khaan ke liy usko khao na dimaag … co vqvvhuid,negative,"tensor([0.5922, 0.2523, 0.1555])"
813,3996,neutral,Ye BBC hai Ye B - BC hai https // t co / YMehFb4Vwm  ,ye bbc hai ye b bc hai co ymehfbvwm,neutral,"tensor([0.3424, 0.5415, 0.1161])"
8802,20345,positive,@ RailwaySeva @ dr _ abhi _ voice @ drm _ kir I proud where I'm from love you modi ji finally you make digital india  ,railwayseva dr abhi voic drm kir proud im love modi ji final make digit india,neutral,"tensor([0.1627, 0.4624, 0.3749])"
8687,20089,positive,@ sudhirchaudhary sir Rahul sinha ji aapke saath kitne time se jude hain please unko reporter se promote kar dijiye  ,sudhirchaudhari sir rahul sinha ji aapk saath kitn time se jude hain pleas unko report se promot kar dijiy,neutral,"tensor([0.2136, 0.5642, 0.2222])"
12694,29881,neutral,@ arunkumar783 @ RailSamachar DG Sir aapke munh se ye hawker ke bare safayi achhi nahi lagti / hathi ke dant khane aur … https // t . co / A2Db5tWLOg  ,arunkumar railsamachar dg sir aapk munh se ye hawker ke bare safayi achhi nahi lagti hathi ke dant khane aur … co adbtwlog,neutral,"tensor([0.2716, 0.3655, 0.3629])"
15165,39587,positive,RT @ sweetnsaltyy _ Jummah-tul-Wida Mubarak ❤ May this last Friday of Ramadan bring you all peace and prosperity . Ameen . 😇  ,sweetnsaltyy jummahtulwida mubarak ❤ may last friday ramadan bring peac prosper ameen 😇,positive,"tensor([0.0048, 0.1678, 0.8273])"
9090,21102,neutral,@ KhalidK46049061 @ Xadeejournalist Hann bilkol Yeh bilawal ka paid hai likn hanare volunteers ka muqabla nhi kr sakte  ,khalidk xadeejournalist hann bilkol yeh bilaw ka paid hai likn hanar volunt ka muqabla nhi kr sakt,negative,"tensor([0.5253, 0.3571, 0.1176])"
4936,12897,positive,RT @ TheSAMAs A standing ovation is in order for the # SAMA25 master of melody and winner of Best Engineered Album @ VusiNova ! https // t . co / t …  ,thesama stand ovat order sama master melodi winner best engin album vusinova co …,neutral,"tensor([0.0405, 0.6829, 0.2766])"
16695,6287,negative,RT @ Chandan29513267 Hamare desh me jab rojgar hai hi nahi bibhago me recruitments nahi hai to for ye bara bara university paper ka degree …  ,chandan hamar desh jab rojgar hai hi nahi bibhago recruit nahi hai ye bara bara univers paper ka degre …,neutral,"tensor([0.2488, 0.5694, 0.1819])"
14456,36961,negative,@ RubikaLiyaquat @ mlkhattar Pehle baat tu ye saale padke tu police Bale nhi reshbat deke bne hunge kyu ki padhe likh … https // t . co / 4n7WWKrwh1  ,rubikaliyaquat mlkhattar pehl baat tu ye saal padk tu polic bale nhi reshbat deke bne hung kyu ki padh likh … co nwwkrwh,negative,"tensor([0.6267, 0.2740, 0.0994])"
12427,28982,neutral,@ DutyOfAPatriot @ Jali _ Cat Made it there last night . I ’ ll find and follow you ! https // t . co / oI1QPiHwSD  ,dutyofapatriot jali cat made last night ’ find follow co oiqpihwsd,neutral,"tensor([0.1085, 0.5280, 0.3635])"
2843,5988,neutral,RT @ SoumendraNathM6 @ narendramodi Sirjee you are our last hope . We are eagerly awaiting for your good step towards Jet airways employees …  ,soumendranathm narendramodi sirje last hope eagerli await good step toward jet airway employe …,positive,"tensor([0.0104, 0.3092, 0.6804])"
12020,28265,negative,@ aajtak 10lakh postcard bnwane m paisa Ka fijul khrchi nhi h ??..... aaj tak waale ... jhum rhe ho SB .... Kami nhi njr aa rhi bhakto ....??  ,aajtak lakh postcard bnwane paisa ka fijul khrchi nhi h aaj tak waal jhum rhe ho sb kami nhi njr aa rhi bhakto,negative,"tensor([0.6613, 0.2468, 0.0919])"
2368,3572,positive,Hi friends Allah blessed me with a cute grand daughter . Pls suggest some beautiful names starting with K or Q .… https // t . co / y3jhv8dLdP  ,hi friend allah bless cute grand daughter pl suggest beauti name start k q … co yjhvdldp,positive,"tensor([0.0786, 0.2655, 0.6559])"
10587,24773,positive,RT @ tazi _ doll # HappyBirthday Cute Sweet Lovely Pretty Nd Beauty Queen # JenniferWinget ! I Hope Aj Ka Din Tumhare Liye Khushiyon Se Bhar …  ,tazi doll happybirthday cute sweet love pretti nd beauti queen jenniferwinget hope aj ka din tumhar liy khushiyon se bhar …,positive,"tensor([0.0150, 0.2061, 0.7789])"
2058,1480,negative,Congress party ne pehle se feku bhakt Media ka agenda samaj liya hote to ye chunav nhi hartefeku bhakt Media ne fe … https // t co / GMIC7HjwOY  ,congress parti ne pehl se feku bhakt media ka agenda samaj liya hote ye chunav nhi hartefeku bhakt media ne fe … co gmichjwoy,negative,"tensor([0.8277, 0.1248, 0.0475])"
16038,43006,negative,@ t _ aqib @ AxisBank @ hdfc _ life Bhai ye sale bas apna target poora karte hai costomer ko chipka k bad me tehlate Hain  ,aqib axisbank hdfc life bhai ye sale ba apna target poora kart hai costom ko chipka k bad tehlat hain,negative,"tensor([0.5644, 0.2815, 0.1541])"
12587,29516,positive,@ TechnicalGuruji # BoloGuruji ap or Nikhil ghumne gye ho na 😁😁😁😁🙏🙏 love you guruji  ,technicalguruji bologuruji ap nikhil ghumn gye ho na 😁😁😁😁🙏🙏 love guruji,positive,"tensor([0.0491, 0.1800, 0.7708])"
15711,41687,negative,Agar tum apna sabar azmana chahty ho to rozy me Pakistan ka match dwkh lo bus 😑 # PAKvWI  ,agar tum apna sabar azmana chahti ho rozi pakistan ka match dwkh lo bu 😑 pakvwi,neutral,"tensor([0.3211, 0.4690, 0.2100])"
16777,16059,negative,Hadd ho gayi hai aaj tak suna tha but aaj mere sath hua to pata laga ki online shopping par trust nhi kar sakte ₹1… https // t . co / 8gpFFUj3QY  ,hadd ho gayi hai aaj tak suna tha aaj mere sath hua pata laga ki onlin shop par trust nhi kar sakt ₹… co gpffujqi,neutral,"tensor([0.1820, 0.6533, 0.1648])"
14398,36731,neutral,@ SavageClown666 @ sreesanth36 Jala mat sticker bhej ke merr pass nhi hai  ,savageclown sreesanth jala mat sticker bhej ke merr pass nhi hai,neutral,"tensor([0.3388, 0.5325, 0.1287])"
13520,33314,negative,main criminals ko maaf kr sakta nhi ye all grp si lte rk ke bhai bhatije & in ke ristedar log kr rhe kyu ki ye log … https // t . co / WBI4u589zJ  ,main crimin ko maaf kr sakta nhi ye grp si lte rk ke bhai bhatij ke ristedar log kr rhe kyu ki ye log … co wbiuzj,neutral,"tensor([0.3676, 0.5047, 0.1277])"
4467,11717,negative,@ kunalkamra88 @ Swamy39 Teri okat gaddaro k talue chatne ki hi he .  ,kunalkamra swami teri okat gaddaro k talu chatn ki hi,negative,"tensor([0.9911, 0.0068, 0.0022])"
580,2975,neutral,@ AMIT _ GUJJU In ko aadat hai paki pakai huyee khane ki Last time Anna se pakwa ke Jo roti lee is baar soch rahe t … https // t co / bbBCtlSjb5  ,amit gujju ko aadat hai paki pakai huye khane ki last time anna se pakwa ke jo roti lee baar soch rahe … co bbbctlsjb,negative,"tensor([0.4965, 0.3218, 0.1816])"
13304,32377,positive,Feliz cumplea ñ os ! Happy birthday to you my life # mywife # menukasimkhada # mylife # youarethebest # birthday # happy … https // t co / gAFXR7pCt4  ,feliz cumplea ñ os happi birthday life mywif menukasimkhada mylif youarethebest birthday happi … co gafxrpct,neutral,"tensor([0.0466, 0.5708, 0.3826])"
13250,32148,positive,@ HeyAhsaasChanna I like your pairing with Jeetu bhaiyya @ Farjigulzar very much . Both of you look awesome .  ,heyahsaaschanna like pair jeetu bhaiyya farjigulzar much look awesom,neutral,"tensor([0.0552, 0.5246, 0.4201])"
4955,12937,neutral,@ Oops _ Nikamii Following me ho tbe to aapka tweet dikha ??  ,oop nikamii follow ho tbe aapka tweet dikha,neutral,"tensor([0.0631, 0.5963, 0.3406])"
10698,25323,positive,@ AamirLiaquat A very special Thanks To you for inviting Team # Talash on # PTV # RamadanTransmission to speak about th … https // t . co / lELEQ0KJXW  ,aamirliaquat special thank invit team talash ptv ramadantransmiss speak th … co leleqkjxw,positive,"tensor([0.1576, 0.4003, 0.4421])"
5931,14542,positive,@ irvpaswan @ narendramodi @ PMOIndia Dwara Mantri Mandal Mein Shamil hone par Hamari aur se bahut bahut badhai shubhk … https // t . co / DbzC9q67nR  ,irvpaswan narendramodi pmoindia dwara mantri mandal mein shamil hone par hamari aur se bahut bahut badhai shubhk … co dbzcqnr,positive,"tensor([0.0428, 0.1784, 0.7788])"
2000,1064,positive,@ IamImranAshraf Uff kya acting he Bholey ji apki !!! Kamaal krdya . Aisa koi actor hi nai abtk jo is charactr k saat … https // t . co / mO82shhOTP  ,iamimranashraf uff kya act bholey ji apki kamaal krdya aisa koi actor hi nai abtk jo charactr k saat … co moshhotp,neutral,"tensor([0.3489, 0.4276, 0.2236])"
3217,7335,negative,RT @ itzbsp @ DebkumarDasgup1 @ tomarrawat @ SulagnaDash6 @ ashokepandit @ gvnair91 Kya chacha ... Tirth bhraman karne ki umar main ... Mc BC kar …  ,itzbsp debkumardasgup tomarrawat sulagnadash ashokepandit gvnair kya chacha tirth bhraman karn ki umar main mc bc kar …,neutral,"tensor([0.3461, 0.5416, 0.1123])"
12334,28821,negative,@ asadowaisi sahab hindu vote bank hai .. Muslim vote bank kabhi rha hi nahi . Agar yahi baat hai to Aap kabhi hydera … https // t . co / XfHXN7mTp4  ,asadowaisi sahab hindu vote bank hai muslim vote bank kabhi rha hi nahi agar yahi baat hai aap kabhi hydera … co xfhxnmtp,neutral,"tensor([0.3482, 0.4696, 0.1822])"
990,4862,neutral,RT @ ActorDhanushFc Raja Anna .. bdy celebration Photos .. Celebration with VETRIMAARAN sir Velraj Sir Peter .. # Asuran Final Schedule ... @ d …  ,actordhanushfc raja anna bdi celebr photo celebr vetrimaaran sir velraj sir peter asuran final schedul …,positive,"tensor([0.0098, 0.2438, 0.7464])"
2219,2466,positive,Attention to all godi media 5 sal tak gae gobar hindu muslim 3 Talaq etc . Pe dabate ker ker desh ka kiya bhala kiy … https // t . co / jSResmVuFl  ,attent godi media sal tak gae gobar hindu muslim talaq etc pe dabat ker ker desh ka kiya bhala kiy … co jsresmvufl,negative,"tensor([0.8081, 0.1312, 0.0607])"
4442,11618,positive,HAPPY BIRTHDAY Morgan Freeman - MY FILMY DUNIYA Help Line No . 08866681188 / 2288 / 3388 / 4488 Born 31 May 1943 (… https // t . co / HlIMUovF8a  ,happi bihday morgan freeman filmi duniya help line born may … co hlimuovfa,positive,"tensor([0.1321, 0.4144, 0.4535])"
11332,26793,negative,@ rssurjewala @ INCIndia lifetime ban karo Godi media aur BJPigs aur wo saala shehzaad ko aapas main main discusssion karne do  ,rssurjewala incindia lifetim ban karo godi media aur bjpig aur wo saala shehzaad ko aapa main main discusss karn,neutral,"tensor([0.3940, 0.4310, 0.1750])"
4585,12090,positive,@ sumit _ wonder Agar Chapters on @ traders82 ID pe pade hote toh shaayad Yeh Nahi Puchte ...🙏🙏  ,sumit wonder agar chapter trader id pe pade hote toh shaayad yeh nahi pucht 🙏🙏,neutral,"tensor([0.1183, 0.6954, 0.1863])"
345,1913,neutral,ashish sharma earned the Module Lightning Experience Basics ! Nice work ! # Trailhead # Trailblazer # TopTrailblazers … https // t co / 3DLgOoCspY  ,ashish sharma earn modul lightn experi basic nice work trailhead trailblaz toptrailblaz … co dlgoocspi,neutral,"tensor([0.1475, 0.5750, 0.2775])"
15323,40146,neutral,RT @ Fayezz _ Md 1K followers hogaye bhai . Abhee tak koyee akhalmand insan hame badhayee nahee diya ? Hum bhee BJP ki tarah reverse direction …  ,fayezz md k follow hogay bhai abhe tak koye akhalmand insan hame badhaye nahe diya hum bhee bjp ki tarah revers direct …,neutral,"tensor([0.2251, 0.5254, 0.2495])"
5499,13855,positive,@ lovetonyrawrxd HI HIL OMG URE SO SWEEY THANK U I LOVE U GORGEOUS  ,lovetonyrawrxd hi hil omg ure sweey thank u love u gorgeou,positive,"tensor([0.0148, 0.3347, 0.6505])"
6164,14934,neutral,@ AMISHDEVGAN Congress aur uske thikedaro ne veer Savarkar ji ko gaddar ghosit krne me lge rhe .. gandhi jaiso ko des … https // t . co / TVswswtdTh  ,amishdevgan congress aur usk thikedaro ne veer savarkar ji ko gaddar ghosit krne lge rhe gandhi jaiso ko de … co tvswswtdth,negative,"tensor([0.6016, 0.2833, 0.1150])"
4977,12978,neutral,@ WhoSunilGrover Bharat movie m besabri se intzaar h jiska ❤  ,whosunilgrov bharat movi besabri se intzaar h jiska ❤,neutral,"tensor([0.1622, 0.6737, 0.1641])"
15896,42440,negative,Sir media ne decide kr hi liya he ki congress mukt to debate bhi mukt hokr hi kr lo vese kha suni gyi patrkar aks … https // t . co / GF3aJddOa8  ,sir media ne decid kr hi liya ki congress mukt debat bhi mukt hokr hi kr lo vese kha suni gyi patrkar ak … co gfajddoa,negative,"tensor([0.4958, 0.4142, 0.0900])"
15434,40598,neutral,RT @ Saqlain _ sk1 Jo log apne doston ko aftaari karwate hain unki passand ki shaadi hoti hai  ,saqlain sk jo log apn doston ko aftaari karwat hain unki passand ki shaadi hoti hai,neutral,"tensor([0.1882, 0.6118, 0.2000])"
4664,12346,negative,@ sardanarohit Tumhare jaise dalal ke show me jake karega bhi kya . Tumlog anchor thodo ho . Bjp spokesperson ke jaise … https // t . co / jda5GWO61u  ,sardanarohit tumhar jais dalal ke show jake karega bhi kya tumlog anchor thodo ho bjp spokesperson ke jais … co jdagwou,negative,"tensor([0.9095, 0.0670, 0.0235])"
6285,15137,neutral,RT @ jdupasane @ PiyushGoyal Sir ji Iss Humsafar train ki bhi sudh lijiye kabhi Koi concession nahi top on it dynamic pricing bhi bad f …  ,jdupasan piyushgoy sir ji iss humsafar train ki bhi sudh lijiy kabhi koi concess nahi top dynam price bhi bad f …,neutral,"tensor([0.1272, 0.5209, 0.3519])"
12069,28357,positive,RT @ WodeZeek Happy birthday to you mahn More fire jamz !!! @ tubase _ @ wodemagic @ TheAudioHounds @ king _ Yeyooo @ TitoBrown _ PBG @ Emzzy _ E @ AinoW …  ,wodezeek happi birthday mahn fire jamz tubas wodemag theaudiohound king yeyooo titobrown pbg emzzi e ainow …,neutral,"tensor([0.0317, 0.5799, 0.3884])"
10271,24011,neutral,Good evening sir P . M Narendra Modi ji I know that those person have red ration card only he can take profit of thi … https // t . co / yM0nxnmYy3  ,good even sir p narendra modi ji know person red ration card take profit thi … co ymnxnmyy,positive,"tensor([0.0731, 0.2731, 0.6538])"
14879,38495,positive,670 uh are my oldie goldie frnd 🌸 uh are gem 💎 life me hmesha khush raho ❤️ cutest and loyal person ever 💯 hmne kaf … https // t . co / sl37zlYJ6m  ,uh oldi goldi frnd 🌸 uh gem 💎 life hmesha khush raho ❤️ cutest loyal person ever 💯 hmne kaf … co slzlyjm,positive,"tensor([0.0171, 0.1922, 0.7907])"
11584,27294,negative,@ Kallerz37 @ Shaaryofficial Moin jaisa bakwas banda koi nahi Newzealand kai clubs main jakar satta khelnai wala ban … https // t . co / kRkSLBYDFU  ,kallerz shaaryoffici moin jaisa bakwa banda koi nahi newzealand kai club main jakar satta khelnai wala ban … co krkslbydfu,neutral,"tensor([0.3269, 0.5415, 0.1316])"
15485,40806,positive,@ SDhawan25 all the best Bhai maar ka khelo  ,sdhawan best bhai maar ka khelo,neutral,"tensor([0.3138, 0.4590, 0.2272])"
3098,6892,neutral,@ iamkaur11 @ dcchoudhary197 chaudhri saab ka status khrab kr diya is tweet ne 😂  ,iamkaur dcchoudhari chaudhri saab ka statu khrab kr diya tweet ne 😂,neutral,"tensor([0.2406, 0.5782, 0.1812])"
14904,38600,neutral,@ SushmaSwaraj @ SushmaSwaraj ji aap ka yashsasvi netrutva Bharat ke leaye jaruri hai ...... Pls aap iss samaye me cho … https // t . co / mSsEhIED1Q  ,sushmaswaraj sushmaswaraj ji aap ka yashsasvi netrutva bharat ke leay jaruri hai pl aap iss samay cho … co mssehiedq,neutral,"tensor([0.1140, 0.5165, 0.3695])"
10243,23960,negative,@ MirRamzan14 @ BBugti @ narendramodi @ BJP4India Abe chutiye bangaladesh aazad ho gaya phir bhi akal Nahi aai tumhe ..… https // t . co / NzEWWxSpik  ,mirramzan bbugti narendramodi bjpindia abe chutiy bangaladesh aazad ho gaya phir bhi akal nahi aai tumh … co nzewwxspik,negative,"tensor([0.5437, 0.2995, 0.1568])"
10337,24164,positive,@ AnushkaMySoul07 @ sweetyanushkafc @ TrendsAnushka @ Anushka _ ASF @ imSweetyAnushka @ SweetyShettyFan So beautiful for lo … https // t . co / zNtbPtny39  ,anushkamysoul sweetyanushkafc trendsanushka anushka asf imsweetyanushka sweetyshettyfan beauti lo … co zntbptni,positive,"tensor([0.0091, 0.3055, 0.6854])"
9881,22848,negative,@ BhaiDujana @ dwivedi344 Bsdk ke Pakistani apne baap ko nhi jaan paye Marege tu bhi bsdk Tera thekedar bhi Jo pa … https // t co / NBRcnqhvz3  ,bhaidujana dwivedi bsdk ke pakistani apn baap ko nhi jaan pay mareg tu bhi bsdk tera thekedar bhi jo pa … co nbrcnqhvz,negative,"tensor([0.9606, 0.0293, 0.0102])"
