uid,text,predicted
11165,@ aajtak @ abpnewstv @ ndtv amethi gram pradhan aur bjp worker ki hatya aur is may congressi bhumika ki jaanch aur con â€¦ https // t co / 71jOuUWrMa  ,negative
14637,@ tamashbeen _ @ Musanghism Patna Digha Ka Malda Aam Duniya ka best aam hai . Dudhiya Malda ka koi muqabla nahi .  ,negative
16203,RT @ FatimaSrk1 Every # FAN Girl Golden Dream â¤ ðŸ’‹ ðŸ’‹ â¤ @ iamsrk Love You Meri Jaan @ RedChilliesEnt https // t . co / X2D7U75NUV  ,positive
18371,@ meena31296672 @ ms395481 mere mulk aakar phir jana nahi chahti hain yeh udaas hain yeh kyun ki kal gaddi zroor ta â€¦ https // t . co / 62Cur3essE  ,neutral
4570,Chowkidar sher hai India will shine under ur leadership @ narendramodi ji ! Bharat mata ki jai ðŸ™ # ModiSarkar2 https // t co / TwmA3uk92H  ,negative
17534,# viru sir ji ne perfect prediction kiya tha baah sir ji bat se bowler ko dhone k barein mein aapka jawab nhi saa â€¦ https // t co / iPD0ARXh46  ,neutral
7911,@ AlKhurramPk dushman ka to pta ni k pakistan ka kuch bigar saken lekin ye jahil khootttii awam pakistan ko ly doben giii ..  ,negative
38574,RT @ BeingSalmanKhan Thank you my fans for all the love ... - Apka # Bharat https // t . co / hdg02hVtDe  ,positive
10670,@ ashutosh83B @ BJP4India @ SanjayAzadSln @ AamAadmiParty @ narendramodi @ JhaSanjay @ INCIndia Tu harami he kutta sala aa â€¦ https // t . co / 4NftLQevk8  ,negative
20782,RT @ maejuneee @ rolandsdalo when you meet new friends there pls dont forget us heheh )  ,neutral
38530,RT @ IIC _ 2019 @ oraunak Thank you Raunak it is always a pleasure to host you . Also many thanks for this incredible compliment ðŸ˜‡ # IIC2019 #â€¦  ,positive
43434,RT @ Alkit _ Patel @ KapilSharmaK9 @ Krushna _ KAS I wish aisa rishta fir se @ WhoSunilGrover k saath bhi ban Jaye comedy ki duniya aapki ho jaye â€¦  ,neutral
6057,RT @ InsaaAashii # PledgeAgainstCorruption Thousands of followers have taken pledge not to accept bribes nd not to offer any Motivated by S â€¦  ,neutral
30207,@ 5886sanjay Tu duniya ka sabse bada chutiya hai . Saale jamin me gaddha khod ke samaa ja usme . Bhala hoga insaniya â€¦ https // t . co / NOuYWVXqs1  ,negative
29900,@ INCIndia Good decision for bann on TV debate faltu bakwas hoti h wha par TV walo ko news milti h aur party ka naam kharab hota h  ,neutral
9133,@ ShayarImran Inshallah bhai Kabhi Na Kabhi aap jeetoge main Dua karunga Moradabad wale bahut galat Kiya aapke sath â€¦ https // t . co / 4YHphyh1x0  ,positive
23577,@ MediaCellPPP @ BBhuttoZardari Pehlay apne corrupt baap ke production order ki fiqar ker . Billo sahiba  ,negative
31254,@ Bap _ hai _ tumhare @ sunoo _ chanda @ lotus _ hun @_ its _ TAD07 @ itx _ awari @ oyeduaasheikh @ itxduakhan @ kazmi _ shahkar @ aayeshaaw @ Oye _ Aisha Good one ðŸ¤£ðŸ¤£ðŸ¤£  ,negative
11209,@ imtiaz _ zg @ sappers06 Ye apko hansny ki zrorat nhi wese  ,neutral
34868,Chlo wo beggar hai to muhtram ap k abu ko kya kahen gn unho na to begging k sath sath loota be hai ðŸ¤” https // tco / XdSKuFQFuz  ,negative
5703,@ rssurjewala Sir ji people of India are with Modi ji . Aap kiske behalf bole raha hain .  ,neutral
33788,EH i actually like your nose â€” Ahh thank youu ðŸ¥ºâ¤ï¸ Thats sho cuTE https // t co / wk8vcF3vOW  ,positive
12074,@ anjanaomkashyap Teri jaisi bhrastachaari kahin nahi hai tu sabse badi bhrastachaari hai maha bikau hai fixer ma â€¦ https // t . co / 4R2u4YvqHV  ,negative
10021,RT @ Rajesh _ 2weets Haqdaar banna asaan nahi hai . Kaamyabi ki equation set hai . Ab raja ka beta raja nhi bnega . # Super30Trailer  ,negative
17050,Good Morning hv a nice day .... Today's exam day ..#_ thoda _ sa _ dar ðŸ™„  ,positive
10974,@ HindiJKR @ JantaKaReporter Kabhi kabhi maa dhulayee karne ke baad ek adh roti ka tukda bete ko de deti hain Thodi â€¦ https // t . co / iU8ajIxbFB  ,negative
26627,Going Through Diehard Workout Sessions ... With My Guide Amardeep Pandey Ji My Today's Partner Vipul Bhaii ... It's â€¦ https // t . co / CNosMZSduo  ,neutral
4458,@ Pushpen70254301 Ager tum really girl ho to mujhe is tweet ko explain kerne ki jarurt nahi hai  ,neutral
23070,@ YeshaJethva1 @ Deepakmundey991 @ ArvindKejriwal @ YeshJethva1 bahut kaan kiya sirji ne janta hi pagal thi jo bjp ko v â€¦ https // t . co / hV0VBJMbXi  ,neutral
9449,@ RS43171646 @ Mushir95770465 SIR @ manakgupta JAISE LOGO KI PICHWADE ME DRAR PAD JAATI HAI SARKAR SE SAWAL KARNE ME S â€¦ https // t . co / GKF8av2JoC  ,negative
32173,RT @ SahilRockk1 @ manakgupta Kyon k wo acche se jante hain k Modi ek Criminal h . Aur north wale ka Brainwashed karke aatanki bana diya h RS â€¦  ,neutral
21202,@ DrJitendraSingh # IncreaseSSCCGL17Vacancies # IncreaseSSCCGL2017Vacancies @ PMOIndia @ narendramodi Sir aapko modi ji â€¦ https // tco / j01lMmFYvP  ,neutral
29118,@ vikasbha So typical .... Bhakths and godi media ka fake videos se Dil bharta hi nahi .  ,negative
28446,RT @ SurbhiZoyaSanam # Naagin3 TRP is 3 1 - back to Number 1! Ended on a good note and showed it's viewing power ! Well done to the team ðŸ‘ No â€¦  ,neutral
6181,@ HardikPatel _ aap agar chidhane ke liye Modi ( Bjp ) samarthako ko bhakt-2 ke nare lagate ho to aap bhi sun lo ... Haa â€¦ https // t . co / D0tZXz65Tx  ,neutral
29850,@ RoflMast @ anjanaomkashyap Abey bewkoof atal Ji me jab bhi politics ki desh hit me ki aur ye saala haramkhor desh v â€¦ https // t . co / 42bVglf0Ox  ,negative
32375,@ Kavita _ Sharma4 @ anjanaomkashyap @ sardanarohit Jab 2 3 maare nahi jaenge tab tak ee sab thikane pe nahi aaenge . Sh â€¦ https // t . co / w3ksVnOi7v  ,neutral
44444,Just imagine the CCS combination on security - Modi-doval-shah . ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Pakistan aur desh k gaddaro k to l Ã—Ã—Ã— lag gae .  ,negative
14977,@ Swamy39 @ meeraremi11 @ kunalkamra88 Kamra .... Tu aur tera CONgress parivaar ... poora DALLAVATI . Shame on parasites â€¦ https // t . co / f8zCEQV6yD  ,negative
3947,Nai naw aese goals ni hony chahie wrna bnda sari umar inhi chezun ko pany me lga rehta or enjoy ni kr pata ðŸ˜¶ðŸ™„ https // t co / tqzMYMayce  ,neutral
11183,RT @ ammirrr na bro yeh bangla afghan ab humaray bus ki baat nahi humein papua new guinea de doh please @ icc  ,negative
11174,@ qari _ 1 _ @ SHABAZGIL Is tarah k kutty zaleel khabees mulla ny islam ki shakal bhigarr di ... Allah garat karin is lanti insan ko  ,negative
5997,@ bprerna With all due respect Bakshi ji Point is not Khan market . Us line ke phle bhi kuch likha h . Any comment on that .  ,neutral
45120,@ Surya99 @ iamumairmalik @ ESPNcricinfo Oh nahi bhai ! Apni hi maa behen ko pelney walon k sath nahi jana humey ! Bari â€¦ https // t . co / gTbCWPLiRv  ,negative
43939,@ asyrafgiant that's why I love you jai ðŸ˜˜ðŸ˜˜ðŸ˜˜  ,neutral
12496,RT @ Kkyolover Waaahh jihyooo !!! Hahaha i love you girl ! ðŸ˜ðŸ˜ðŸ˜ # spartace foreverrr ðŸ’• Â© to https // t co / aDgLzGNudw  ,neutral
8778,Korangi Me Garments Factory Me Aag Lag Gai . Aag Ne Factory Ki 2 Manzilon Ko Lapet Me Le Lia . Fire Brigade Ka Amla Aag Bujhane Me Masroof .  ,negative
24335,I Â  wish Â  the whole world know how wonderful and full of love and smiles our life is with you â¤ðŸ’• Happy birthday ya sok â€¦ https // t . co / z4z7HeQY1i  ,positive
848,RT @ Mustafvi14 Sab sy pehly cheez jo janna Wajib hai or jo Ilme Nafey k liye Lazim hai wo ye hai k apni nafs k aeybon ko jaanna # MQIitika â€¦  ,neutral
14495,RT @ sunoo _ chanda Word the best Synonym You  ,neutral
25337,@ mishramugdha @ CNBC _ Awaaz Aaj nhi kar paege . Abhi tak target pura nhi hua hai isliye dhoop me daud rhe hai target â€¦ https // t . co / tpcdiFxNPc  ,neutral
35492,@ DrMNPandeyMP ji aapko # skill _ development _ minister banaye jaane ki shubhkamnaye ... Apke sansadiya chetra Padao Chandauli se hu ....  ,positive
9155,@ asim _ meer What is agenda of PTM ? Apko ubi tak yhi samj ni arahe ke PTM ka maqsad ka kia ? PTM is not accepting Pa â€¦ https // t . co / 1kGPz1z6Nn  ,neutral
15554,Turn off the News Turn on some Music You'll feel much Better Thanks to everyone who rides Namaste Friends I love you all .  ,positive
35856,Pmji pranam sr ji desh ko eshbar eshi bulndi dikeeye ki desh se gareebi ka jo kalnak laga hai khatm ho jay tabhi sa â€¦ https // t . co / 0y4pAC4kUD  ,positive
31917,Kahdo dushmno se ki jra smbhl jay mere watan ki serhad pe dehshat na felay kyonki Modi ji ka tufan fir se uthega â€¦ https // t co / BekVdAkg8I  ,negative
31595,@ asli _ sunidhi @ Liyakat _ Dayar18 O t20 tha usme aapko jaldi run banane parte he ye odi he yaha pe propper time le sak â€¦ https // t . co / tm6PEtBPdf  ,neutral
21804,why do people compare their favorites best period with SRK's worst .... himmat hai ... toh compare best with best ... wor â€¦ https // t . co / 8wYthEwLx6  ,neutral
9702,Jeetu bhai nailed your role in Kota factory the 21 days habit trick was the best part â¤ï¸. # tvf # kotafactory # theviralfever  ,neutral
11181,@ The _ Indic @ Ankit _ 13 _ @ Khoso57 @ theworldindex Saar O saar Aapse na ho payega ðŸ¤ª  ,negative
20415,@ SunitiChoudhar4 @ Aryavrta Love Jihad Dharmantaran to khule aam ho raha hai ... Fir kyu Hinduo ke har tyohar pr ap â€¦ https // t . co / veszoy6dCZ  ,positive
11210,RT @ AsiaShah9 @ SanaAhmer786 @ SanaSayemRao True Skardu hai he jannat khubsurt logo ki khubsurt sarzameen hamari proud to be GBian  ,positive
31353,@ PanjabiAp @ siddiquiamana @ RaghibMohammadi Ek hote hai chutiya ek hote hai maha chutiya abe musalman 100% khate h â€¦ https // t co / 0YZ8Y9SGHK  ,negative
25821,@ OmerIbis _ @ Itani No he is just asking for a friend  ,positive
19887,@ Mumtaz _ AajTak @ narendramodi @ MPPoliceOnline @ amipiyu @ OfficeOfKNath They are not bhakt .. They are bloody criminals ..  ,negative
16302,@ victor _ kaan Even Tie Domi is a pretty nice guy off of the ice  ,neutral
20926,RT @ onetiponehand _ Ek hi nara Ek hi naam Jai Shri ram Jai Shri ram Deal with it ! https // t . co / zgMvqF2DHX  ,positive
7407,@ PMOIndia @ narendramodi Humko @ ImranKhanPTI sahab ko yeh bataana hoga k wo # PTM ko goliyo k dam par khatam nahi ka â€¦ https // t . co / I6PbjLMFRD  ,neutral
21361,Size naapney ka shoq hi bohat hai dr . Saheba ko . Awaeen nahi mard in k paas khaas tor pe ilaaj karaney jatey . Mai â€¦ https // t . co / fQs6iUzdrH  ,neutral
15264,092137244 - omg a very nice mami ;'( super touched ako when you were giving me compliments on my dancing tysm i don â€¦ https // t . co / vncRc00DC8  ,positive
27821,RT @ the _ sashiks # OathCeremony Modi Main Narendra Damodardas Modi ishwar ki shapath leke kehta hoon ki desh Kejriwal Main apne bac â€¦  ,neutral
10339,@ sardanarohit Haa ab tumhri dukan jo band ho jayegi .. hadkaoge kisko .. bjp khud apne pravakta nhi bhejti jo channel â€¦ https // t . co / K8k8FSxhbC  ,negative
11747,@ Krick3r Pakistan team ki kal phir maa chudi jaayege AAP bhi aana Nottingham me ðŸ¤£ðŸ˜‚  ,negative
19396,@ PoojaShali Jisee Journalism karna vo dekhlo ðŸ˜‚ it is not that easy ALL THE BEST mam shikanji piloo  ,neutral
34237,@ TejYadav14 @ RahulGandhi Uwa ganjedi aur charsi nahi hona chahiey . Waisey tera baap arey burbak wahi chara chor La â€¦ https // t . co / hxf3ZIKDG5  ,negative
12542,Kya hai yesab pakistan ka video dikhake india ka naam kyu kharab kar rahe ho https // t . co / t0iFDnlyI9  ,negative
20356,@ mundrarameshwar @ LambaAlka Jo satta me nahi they wo shaitaani karte they . Wohi riots karvate they logo ko marvate â€¦ https // t . co / SJRufrrJSf  ,neutral
33049,@ ZeeNewsHindi Maintenance kon Dega Metro or Bus ki ye or iski party Barbad karke rahega Delhi ko Chor or kuch Nah â€¦ https // t . co / 4znpvIqwdt  ,negative
38921,@ gauravkapur @ SDhawan25 @ ImRo45 @ OaktreeSport What an episode !!! Loved it @ gauravkapur ðŸ‘ And d best part was th â€¦ https // t . co / FGDBWVPWTN  ,positive
7367,@ Prateek _ Bhomia Atalji ki vjah se e ye # Ayodhya wala raita faila hua hm .. kaante saaf krke jameen samtal krne ki ba â€¦ https // t . co / iH5wapS8dB  ,neutral
334,RT @ BillionTwiTs Going through the COZA & Timi Dakolo tweets you'll realise how appallingly religiously naive the Nigerian mind is . A man â€¦  ,neutral
25032,@ SouravS12633477 What they meant to say is tu chutiya hai bsdk hmesha beizzati krata hai ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,negative
22230,@ Warforchange Anti Indian .. teri maa kaa bhosda .. lawde ki aulaad ... kis gashti ka ganda khoon hai tu suar ne thoki â€¦ https // t . co / VinGZ892FS  ,negative
10577,@ trulygaleej @ massakkalli @ RogerisGod @ chilluvandu @ ajaw _ @ ChiniZyaada Present is no fun . I'm happy doing time travel .  ,neutral
44577,RT @ ShrutiRedFm # Lucknow walo aao miltey hain aaj sham 5 se 9 sun motorsfaizabad roadindira nagar metro station ke paas . @ HeroMotoCorp â€¦  ,neutral
40006,@ Manpree01007223 @ HR _ Mania17 @ Rangoli _ A LO hadh hai yaar HRithik ke fan ko to likhna bi nhi aata hai  ,neutral
23662,@ KGF _ Singh hamare pass inn sb ko chalane ke liye remote h ðŸ˜‚ðŸ˜‚  ,negative
16863,This means so much ! Your love ! Your support ! Thankyou so much for loving me abundantly . # Blessed ðŸ™ðŸ»ðŸ™ðŸ» https // t . co / Ad1c14eicq  ,positive
40894,@ KumarKunalmedia Ch **** is banaya hai logo ka Even used it as a ledder  ,neutral
488,Shame on you Anjana om Kashyap Kanhaiya Kumar 3lakhs vote basil Kiya Lekin tumne to 30 words bhi governt ke against bolne ki himmat nahi hai  ,neutral
39787,Oooh my goodness that giggle . I love it and the confidence that riding has brought them . # barrelracing â€¦ https // t . co / sFf6e05Y49  ,positive
20723,Kia Khyal hai Apka ? https // t co / Vjg5YQ4S5z  ,neutral
9695,@ NishantJain1111 @ my _ rajasthan @ incredibleindia Jai jinendra nishant bhiya  ,negative
22686,@ msisodia Are handsome sudhar ja .. abhi dilli ka chunav bacha hai .. kitne bhi public ke paise uda le education ke jho â€¦ https // t . co / HvhYDUfXgv  ,negative
39443,@ sinchan21029371 @ SincereSayar @_ dilwala _ Aukaat hai Kya Saale ki ?ðŸ˜‚ðŸ˜‚ðŸ˜‚ Kahin ceremony mein canadian aam le ata to ðŸ˜‚ðŸ‡¨ðŸ‡¦  ,negative
25735,Kal se bhaut losse motion k case aa rahe lagata hai Modi ko doobara PM baante hajaam nahi ho raaha hai @ BJP4India  ,negative
13706,@ MamataOfficial JAI SHRI RAM Bhagwan thum he sadbuddi De have complete Bhakti day with Prabhu Shri Ram  ,positive
11176,Ab to baccho ne bhi majak banana suru kar diya ðŸ¤£ðŸ¤£ðŸ¤£ mamta di https // t . co / K9rEzve3Xj  ,negative
15765,@ Sawan0808 @ SabkaaKatega @ siddh _ artha _ @ SANKI ___ Teri behen ki maa ka bhosda or teri maa ki beti ki chut . Nikal bho â€¦ https // t . co / p1JhCBhJ5C  ,negative
12844,@ SilverShades _ @ TrueIndologyliv Ye kya majak chal raha hai twitter ka kal hi to unlocked hua tha acc aaj phir suspend . Wtf ðŸ˜¡ðŸ˜¡  ,neutral
30518,RT @ WahiduddinKhan The best dua to make this Lailatul Qadr # SpiritOfRamadan https // t . co / rJHY2ThGcV  ,positive
39417,RT @ yupptv Inke hulchul se hota hai screen par hungama aur performance par inki bolta hain Oh My God zamaana !ðŸ˜ðŸ˜ As # Bollywood's iconic â€¦  ,neutral
5377,@ godofhumour1 Ye land mark nahi black mark hai Delhi ki history mein ðŸ˜‘ Ram bharose hai Delhi iss waqt agar stateh â€¦ https // t co / Tt2fD4du0i  ,negative
42909,Vidhata sri narendra modi ji pm ban jate hai to koi apj abdul kalam ban jate hai . Bharat ka pesident to koee akele â€¦ https // t . co / tdN13kjLwu  ,neutral
23414,@ sneakerfiles @ zSneakerHeadz Yoooo I don â€™ t like Jordan 4s for the most part but these are cleannnnnn  ,neutral
44213,Ye kya pagalpan hSTF ne pakda h to paper STF kyu out kregii Ye sale nikamme loog khud to bhrasht hai hi ek aur gov â€¦ https // t . co / dKbVm0tdsU  ,negative
39871,@ nusratyaha Ye dekho bjp it cell ka chakka ghaghra uthakar naach rha hai koi Marlo re mc ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,negative
21570,@ ColorsTV @ deepikasingh150 @ namik _ paul @ vinrana1986 @ SurbhiJtweets @ pearlvpuri @ Thearjunbijlani @ Roymouni @ justvoot â€¦ https // t . co / FliVnffwHj  ,neutral
32529,@ GautamGambhir Modi ji ki wajh se yeh jit mili hai yeh sapne me bhi mat bhuliyega . Warna atishi ne apki mar lene ki â€¦ https // t . co / TCOzQXYobG  ,negative
39540,@ PMOIndia congratulations mere traf se aap ko apke sv mp ko aur puri india k janta ko bhut2 bdhai ho mai ek indi â€¦ https // t . co / OLtP8vTT6k  ,positive
24249,Happy Birthday @ geminismart2 ðŸ°ðŸŽˆðŸŽðŸŽ‰ May God bless u n give u all d happiness which u dsrv ðŸ¤—ðŸ˜‡ Stay happy ðŸ™‚ Stay blessed â€¦ https // t . co / hn9CmtWTJe  ,positive
31661,Aap jsise Kamjor Aur lachar logo ke liye Modi ji / Amit ji jaroor kuch yojana lyenge aap fikra na kare kisiko marn â€¦ https // t . co / o9rGdXSj43  ,neutral
29941,@ komal44337466 Modi ji hi karenge sab durso ko 55 saal mile Sabar karo sabar ka fal hamesha mitha hota hai mand â€¦ https // t co / xqS8h1hMoQ  ,positive
5940,@ madhvi31525029 @ SrBachchan I'm so sad and very very bad news . Bohat dukh laga or man udas ho gya . Plz bhagwan un s â€¦ https // t . co / UOXWZrjhwX  ,positive
3380,@ pcsarangi @ Ramlal @ BJP4India @ KirenRijiju @ BJP4Odisha Badhai ji  ,neutral
34077,@ BBCUrdu @ 19SAhsanRaza Tum to bohot tezi dikhao ge is news ko nashr karne main tum log to chahte ho pakistan ke id â€¦ https // t . co / cpBGWrx0ED  ,negative
11271,ShumaliWaziristan Boya Me Fauj Ki Gari Pr Firing Or Bomb Hamla26 Sala Sipahi Amil Shah Shaheed 1 Mah K Duran 5 Jawan Shaheed31ZakhmiISPR  ,positive
27274,RT @ Maignanamurthy @ sindhan @ cpmkanagaraj Sitaram Yechury -66 yrs Prakash Karat -71 yrs S . Ramachandran Pillai-81 yrs Biman Bose-78 yrs Ma â€¦  ,neutral
37260,Saale ko pataa chal gayaa hogaa ki bachungaa nahi police ke Fande se https // t . co / ingyqE71NK  ,neutral
41325,@ atyant _ clueless @ ballisticleo Mere pass 10 k 100 sikke Hain . tera much ti khud nhi pehchan payega Agar maar du to . Incredible India .  ,negative
12524,@ sakhtarmengal Fouji kutta ko ab konsa hadee dikaya jaraha a jo itna bonk raha a shame on u sarfarz u people don't know politics  ,negative
10856,RT @ Sangydass1 @ KescoKanpur Aj din bher se Kaushalpuri me lght ka bahut crisis h Kya problem hui h kripya bataye to 50 @ per saber karna s â€¦  ,neutral
9526,@ VikasThakur42 @ Sea _ wave24 @ unofficialgopi @ Sun _ shine _ glows @ Meme _ Bnane _ Wala @ Oyye _ Kamine @ YamHainHam â€¦ https // t co / vXTbr2N7GD  ,neutral
