,uid,text,clean_text,predicted,predicted_proba
622,10774,@ AnsarAAbbasi Ilzam lga hay sabit to nahi ho gya ? Apni hi adalton pr aitbar nahi hay ? Kia supreme judicial Council isiliye nahi bnai gai ?  ,ansaraabbasi ilzam lga hay sabit nahi ho gya apni hi adalton pr aitbar nahi hay kia suprem judici council isiliy nahi bnai gai,neutral,"tensor([0.3180, 0.5482, 0.1338])"
623,11813,@ URDUVOA Ek hota Tha VOA VOA CIA FUNDING LY KER PTM KA TARJUMAN BAN GYA HY JO RIYASAT SE TAKRAYE GA PASH PAS â€¦ https // t co / U36jqOPHml  ,urduvoa ek hota tha voa voa cia fund ly ker ptm ka tarjuman ban gya hy jo riyasat se takray ga pash pa â€¦ co ujqophml,neutral,"tensor([0.4221, 0.4592, 0.1187])"
624,26156,Sri Vinayaka Benne Gulkan A 40 years old famous shop . This is the best place to get the delicious Butter Banana â€¦ https // t . co / 705VPLcPgT  ,sri vinayaka benn gulkan year old famou shop best place get delici butter banana â€¦ co vplcpgt,neutral,"tensor([0.1231, 0.5594, 0.3175])"
625,12626,# YNWA we are with you always and forever . Once a Red always a Red ! https // t . co / eg13o6GJI1  ,ynwa alway forev red alway red co egogji,neutral,"tensor([0.0383, 0.6329, 0.3287])"
626,36752,They say Breakup hurts the most Me Lode pe chinti ne kata hai kabhi ?  ,say breakup hurt lode pe chinti ne kata hai kabhi,neutral,"tensor([0.2437, 0.6372, 0.1191])"
627,24753,@ aaliaaaliya @ aaliaaaliya world cup ka pehla upset monday ko ho ga Yeh meri baat note krly . Pak monday ko win kry g â€¦ https // t . co / 4Ww8aqaR0j  ,aaliaaaliya aaliaaaliya world cup ka pehla upset monday ko ho ga yeh meri baat note krli pak monday ko win kri g â€¦ co wwaqarj,neutral,"tensor([0.3332, 0.3456, 0.3212])"
628,10438,Modi ji Ram Ram Modi Ji Hamne Aapko jitane m bharpur praytn Kiya h Ab private sector m Kam Karne walon ke bare m â€¦ https // t . co / Xm9vx3kC11  ,modi ji ram ram modi ji hamn aapko jitan bharpur praytn kiya h ab privat sector kam karn walon ke bare â€¦ co xmvxkc,positive,"tensor([0.0841, 0.3819, 0.5341])"
629,28356,@ Ghummans Murad saeed is just a donkey q k ye b batana chahea ta k drone attacks ki ijazt esk apne abu Musharaf bhagore ne di ti  ,ghumman murad saeed donkey q k ye b batana chahea ta k drone attack ki ijazt esk apn abu musharaf bhagor ne di ti,negative,"tensor([0.4916, 0.4485, 0.0599])"
630,33927,NT45 Please be aware of fake people . Fake Shivagami Manjula Fake Ballal Deva Manjula son yash Fake Kattappa Sures â€¦ https // t . co / Qrnsb41cFI  ,nt pleas awar fake peopl fake shivagami manjula fake ballal deva manjula son yash fake kattappa sure â€¦ co qrnsbcfi,negative,"tensor([0.4875, 0.3373, 0.1753])"
631,29552,happy bday @ divyankaschild ðŸ’œ you â€™ re so sweet & talented and i hope you have the best bday ! janam din mubaarak ðŸŽ‰  ,happi bday divyankaschild ðÿ’œ â€™ sweet talent hope best bday janam din mubaarak ðÿž‰,positive,"tensor([0.0403, 0.3118, 0.6479])"
632,25986,RT @ iamrana No one can accuse them of Kis qadar tum pe garan subah ki baidari hai Hum se kab pyaar hai Haan neend tumhain pyaari hai ! #â€¦  ,iamrana one accus ki qadar tum pe garan subah ki baidari hai hum se kab pyaar hai haan neend tumhain pyaari hai €¦,neutral,"tensor([0.2065, 0.5303, 0.2632])"
633,14916,@ narendramodi Swarag wasi Atalji was realy a great National Leader NAMAN hamara  ,narendramodi swarag wasi atalji reali great nation leader naman hamara,positive,"tensor([0.0494, 0.2050, 0.7456])"
634,26432,@ Micks _ it Happy birthday Bhaijan ! May the Lord fulfill His perfect plans in your life . Have a great day and a fulfilling year ahead !  ,mick happi birthday bhaijan may lord fulfil perfect plan life great day fulfil year ahead,positive,"tensor([0.0528, 0.3748, 0.5725])"
635,28968,@ khemubaba _ uvach @ ShreyaYspeaks Nahi chalega lekin galti ladki ki nahi thi kya usne sambandh banaye hi kyu baat hin â€¦ https // t co / keWa3mJRu1  ,khemubaba uvach shreyayspeak nahi chalega lekin galti ladki ki nahi thi kya usn sambandh banay hi kyu baat hin â€¦ co kewamjru,negative,"tensor([0.4589, 0.3694, 0.1717])"
636,32928,RT @ TmhariExaminer Our Proud .. insha Allah u will win ..âœŒ In this Muabarak Rat we all have to pray for our team .. https // t . co / NU4WLWCnuj  ,tmhariexamin proud insha allah u win âœœ muabarak rat pray team co nuwlwcnuj,positive,"tensor([0.0826, 0.3380, 0.5794])"
637,32432,@ DesiStupides @ AcharyaPramodk Jaise tu khud neutral hai bc khud toh congress ki dhum bna hua tha bsdk parody ðŸ˜œ  ,desistupid acharyapramodk jais tu khud neutral hai bc khud toh congress ki dhum bna hua tha bsdk parodi ðÿ˜œ,negative,"tensor([0.6373, 0.2283, 0.1344])"
638,30197,@ Firr You're a very lucky guy it just isn't * good * luck  ,firr your lucki guy isnt good luck,neutral,"tensor([0.0529, 0.5145, 0.4326])"
639,14252,Itni see hai dil ki arzu â¤ Mai apnay mulk kai liyai kuch kar jawan âœ… gul ban kai mai khil jawan ðŸŒ¸ Pakistan teray l â€¦ https // t . co / Mh4Wr9oef6  ,itni see hai dil ki arzu â¤ mai apnay mulk kai liyai kuch kar jawan âœ… gul ban kai mai khil jawan ðÿœ¸ pakistan teray l â€¦ co mhwroef,negative,"tensor([0.4190, 0.3376, 0.2434])"
640,17749,@ tbmini Phale gaana me sunao gha Justin Bieber Ka ðŸ˜… ok Fer Bhoojpuri song ðŸ˜  ,tbmini phale gaana sunao gha justin bieber ka ðÿ˜… ok fer bhoojpuri song ðÿ˜,negative,"tensor([0.4007, 0.3916, 0.2077])"
641,34834,@ KomalThorat abhi smjh aeya tha ðŸ˜¬ðŸ˜¬.. pehle nhi pta tha .. isko kbhi itni importance nhi di ..ðŸ˜‚ðŸ˜‚ mere ko toh ajeeb si lgt â€¦ https // t . co / G3yaL0Q8Si  ,komalthorat abhi smjh aeya tha ðÿ˜¬ðÿ˜¬ pehl nhi pta tha isko kbhi itni import nhi di ðÿ˜‚ðÿ˜‚ mere ko toh ajeeb si lgt â€¦ co gyalqsi,negative,"tensor([0.5347, 0.3267, 0.1387])"
642,42872,@ RanaAyyub Hanji we voted for this vote bhi madam ki marji se dalen democracy he bhai  ,ranaayyub hanji vote vote bhi madam ki marji se dalen democraci bhai,neutral,"tensor([0.3825, 0.4597, 0.1578])"
643,24392,@ SwetaSinghAT Dii aapki soch sach m great h true jornlism  ,swetasinghat dii aapki soch sach great h true jornlism,positive,"tensor([0.0277, 0.2991, 0.6732])"
644,6413,@ RahulGandhi Sir mujhe ye cheej samajh me nahi aata logo ne bjp ko nahi aapko 400+ seat pe vote di hai agar imandar â€¦ https // t . co / ZEtsV95We3  ,rahulgandhi sir mujh ye cheej samajh nahi aata logo ne bjp ko nahi aapko seat pe vote di hai agar imandar â€¦ co zetsvw,neutral,"tensor([0.2323, 0.6556, 0.1122])"
645,9945,Hum teeno charane Milkar 90 lakh rupaye ke Hathiyar Asam Mein kharida Hai 90 lakh rupaye Harry Potter kharida Hai K â€¦ https // t co / UogoQLyVd5  ,hum teeno charan milkar lakh rupay ke hathiyar asam mein kharida hai lakh rupay harri potter kharida hai k â€¦ co uogoqlyvd,neutral,"tensor([0.2727, 0.4205, 0.3068])"
646,37320,RT @ salmanuniv Its a BIG BIG Thing when Salman Khan knows about his Biggest Fan Club We are completely overwhelmed Salman Khan Universe â€¦  ,salmanuniv big big thing salman khan know biggest fan club complet overwhelm salman khan univers â€¦,neutral,"tensor([0.2639, 0.3846, 0.3514])"
647,20140,# ECDalal Ko Joota Maro Sunil arora Kutta ka pilla hai https // t co / CrjuunANQu  ,ecdal ko joota maro sunil arora kutta ka pilla hai co crjuunanqu,negative,"tensor([0.6906, 0.2264, 0.0830])"
648,43530,Oye chutiye @ msisodia yeh baat hamesha hindu k khilaf kyu uththi hai jab koi musalmaan desh k khilaf bolta hai to t â€¦ https // t . co / 5NYwBSDKtP  ,oye chutiy msisodia yeh baat hamesha hindu k khilaf kyu uththi hai jab koi musalmaan desh k khilaf bolta hai â€¦ co nywbsdktp,negative,"tensor([0.5239, 0.3228, 0.1533])"
649,11975,@ SunielVShetty sir rajasthan mai ferit cricket bash trail nhi karwa rha hai please help us sir # badezzidi  ,sunielvshetti sir rajasthan mai ferit cricket bash trail nhi karwa rha hai pleas help us sir badezzidi,neutral,"tensor([0.2302, 0.5553, 0.2145])"
650,44346,RT @ Rangoli _ A So lot of people sent me shocking things about the woman who runs @ IndiaMeToo she is not only a body shamer who once body sh â€¦  ,rangoli lot peopl sent shock thing woman run indiametoo bodi shamer bodi sh â€¦,neutral,"tensor([0.3816, 0.4513, 0.1672])"
651,14225,@ Khan __ Jannat @ sonamJain001 @ Suhana _ Speaks @ Wsayy2A Lol ðŸ˜‚ ðŸ˜‚ ðŸ˜‚ ðŸ˜‚ gussa .... bahan bewakuf insan nahi kya Teri nazar me ?  ,khan jannat sonamjain suhana speak wsayya lol ðÿ˜‚ ðÿ˜‚ ðÿ˜‚ ðÿ˜‚ gussa bahan bewakuf insan nahi kya teri nazar,neutral,"tensor([0.3948, 0.4122, 0.1930])"
652,32041,@ Seven _ lust I have not picked it up yet . Maybe later in the year when I have more free time to actually COMPLETE a game . lol  ,seven lust pick yet mayb later year free time actual complet game lol,neutral,"tensor([0.1260, 0.6718, 0.2022])"
653,26335,I WISH VERY HAPPY AND BLESSED # RAMADAN OR # RAMJAAN MONTH TO YOU THE HON 44TH PRESIDENT SHRI @ BarackObama SIR OF UNI â€¦ https // t co / Idv0nzNVdG  ,wish happi bless ramadan ramjaan month hon th presid shri barackobama sir uni â€¦ co idvnznvdg,positive,"tensor([0.0098, 0.2924, 0.6978])"
654,31209,RT @ muthu2328 love you Dhanush anna 500M +â¤ï¸ # RowdyBaby . # Maari2 ðŸŽµ https // t . co / LMjZRt9EsV @ dhanushkraja @ Sai _ Pallavi92 @ thisisysr @ dir â€¦  ,muthu love dhanush anna â¤ï¸ rowdybabi maari ðÿžµ co lmjzrtesv dhanushkraja sai pallavi thisisysr dir â€¦,positive,"tensor([0.0060, 0.2911, 0.7030])"
655,15837,@ SushmaSwaraj BJP KI Jeet ke liye Abhinandan ðŸ™ðŸ» Sushma Ji Aap ek Strong Leader hai ... Aap ke Siva BJP Party Adhuri â€¦ https // t . co / u6HHwn95gG  ,sushmaswaraj bjp ki jeet ke liy abhinandan ðÿ™ðÿ» sushma ji aap ek strong leader hai aap ke siva bjp parti adhuri â€¦ co uhhwngg,positive,"tensor([0.1191, 0.3146, 0.5662])"
656,10578,Please for the love of mankind . https // t . co / RqnqhKcFiX  ,pleas love mankind co rqnqhkcfix,neutral,"tensor([0.0717, 0.4946, 0.4337])"
657,16884,RT @ FinnRyan13 @ theyre _ heeeere Yes !!! ðŸ˜­ðŸ˜‚ Hahahaha .... it â€™ s all good though lots of peeps posting about it and @ UfoJoe11 said he â€™ s gonna p â€¦  ,finnryan theyr heeeer ye ðÿ˜­ðÿ˜‚ hahahaha â€™ good though lot peep post ufojo said â€™ gonna p â€¦,neutral,"tensor([0.2584, 0.4823, 0.2592])"
658,6651,Indian media pta nh kyu sirf political news hi kyu dikhati . Desh ki samasya kya weh bhi dikhaye .  ,indian media pta nh kyu sirf polit news hi kyu dikhati desh ki samasya kya weh bhi dikhay,negative,"tensor([0.5903, 0.3425, 0.0672])"
659,43553,Yayyyyyy thanks for posting David ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ Happy June â¤ï¸â¤ï¸ https // t . co / jlKMZjYzmF  ,yayyyyyi thank post david ðÿ˜˜ðÿ˜˜ðÿ˜˜ðÿ˜˜ happi june â¤ï¸â¤ï¸ co jlkmzjyzmf,positive,"tensor([0.0321, 0.2673, 0.7006])"
660,9001,Ye lady kejriwal hai attention ke liye kisi bhi hadh tak gir jayegi Udhar wo chutiya Modi ka naam le leke nahi th â€¦ https // t co / IYgh7g4Xjy  ,ye ladi kejriw hai attent ke liy kisi bhi hadh tak gir jayegi udhar wo chutiya modi ka naam le leke nahi th â€¦ co iyghgxji,negative,"tensor([0.6970, 0.2020, 0.1010])"
661,29635,@ Atheist _ Krishna Aaj to unki aatma ko definitely shanti mil gyi hogi . Great work Krishna Ji â¤ï¸  ,atheist krishna aaj unki aatma ko definit shanti mil gyi hogi great work krishna ji â¤ï¸,positive,"tensor([0.0791, 0.1793, 0.7415])"
662,13048,RT @ SamaserAlam Happy Birthday @ sonakshisinha And congratulations on your upcoming movie # Dabang _ 3 I hope this movie will perform better â€¦  ,samaseralam happi birthday sonakshisinha congratul upcom movi dabang hope movi perform better â€¦,positive,"tensor([0.0501, 0.4228, 0.5272])"
663,25259,@ HardikPatel _ Modi ji ko apna kam karne dijie . Berojgari koi jadu ki Chhari chalane se samapt nahi ho jaegi .. Aplog â€¦ https // t . co / ncGktW7zoB  ,hardikpatel modi ji ko apna kam karn diji berojgari koi jadu ki chhari chalan se samapt nahi ho jaegi aplog â€¦ co ncgktwzob,neutral,"tensor([0.2631, 0.4014, 0.3355])"
664,25552,@ TV9Bharatvarsh ye molana ko Kyun debate me late he ? Mahol kharap . Stupid he Milana Sajid  ,tvbharatvarsh ye molana ko kyun debat late mahol kharap stupid milana sajid,negative,"tensor([0.5268, 0.4202, 0.0530])"
665,14009,RT @ pandiraj _ dir Great response for # NGK # PostiveReviews ðŸ˜ðŸ‘ðŸ’ All the very best to @ Suriya _ offl sir @ selvaraghavan sir @ thisisysr br â€¦  ,pandiraj dir great respons ngk postivereview ðÿ˜ðÿ‘ðÿ’ best suriya offl sir selvaraghavan sir thisisysr br â€¦,neutral,"tensor([0.1192, 0.4614, 0.4195])"
666,28534,@ SushmaSwaraj Good evening mam you are the greatest women in the world .... Mujhe ye lagta hai ki bharat ko apki â€¦ https // t . co / NC41csJwU2  ,sushmaswaraj good even mam greatest women world mujh ye lagta hai ki bharat ko apki â€¦ co nccsjwu,positive,"tensor([0.0865, 0.2626, 0.6509])"
667,21078,@ GunMaster _ G10 @ ArvindKejriwal @ msisodia Bahut bhaag rhi hai 2 din se  ,gunmast g arvindkejriw msisodia bahut bhaag rhi hai din se,negative,"tensor([0.5575, 0.2944, 0.1481])"
668,4900,@ pardhu _ leo Jai Jawan Jai Kisan - Lal Bahadur Shastri ji . Has he heard this ?  ,pardhu leo jai jawan jai kisan lal bahadur shastri ji heard,positive,"tensor([0.1321, 0.3312, 0.5366])"
669,21174,@ amrito333 @ nitinbhatia121 Arey sir lekin hint hi to fail ho gaya naa . Ab jisne hint diya usko to puchenge na ki b â€¦ https // t . co / c8V8TWVHR1  ,amrito nitinbhatia arey sir lekin hint hi fail ho gaya naa ab jisn hint diya usko pucheng na ki b â€¦ co cvtwvhr,negative,"tensor([0.4289, 0.4056, 0.1655])"
670,12133,# VarunDhawan reviews # TahiraKashyap and # AparshaktiKhurana â€™ s # KudiyeNi track ; says â€˜ What a beautiful song â€™ - https // t . co / 1Tb4pouy9c  ,varundhawan review tahirakashyap aparshaktikhurana â€™ kudiyeni track say â€˜ beauti song â€™ co tbpouyc,neutral,"tensor([0.1340, 0.6140, 0.2520])"
671,37969,@ shenaz _ irani Ye to hona ho tha chunaw se pehle tel companys ko bola jata hai ki antarastrey bazar me kimat bade Le â€¦ https // t co / PNtfepSCQt  ,shenaz irani ye hona ho tha chunaw se pehl tel compani ko bola jata hai ki antarastrey bazar kimat bade le â€¦ co pntfepscqt,negative,"tensor([0.4269, 0.3793, 0.1938])"
672,19514,@ rssurjewala Toofan Mein Taash Ka Ghar Nahi Banta Rone se Bigada Hua Muqaddar nahi Banta ek haar se koi fakir aur â€¦ https // t . co / gfnIM1TKF4  ,rssurjewala toofan mein taash ka ghar nahi banta rone se bigada hua muqaddar nahi banta ek haar se koi fakir aur â€¦ co gfnimtkf,negative,"tensor([0.5209, 0.3826, 0.0965])"
673,18336,@ narendramodi hamare desh ke manybar PM modi ji aap ko aapar jeet ki bhut bhut shubkamnaye aap se 1 request h ki PM â€¦ https // t co / sEnspqYmAd  ,narendramodi hamar desh ke manybar pm modi ji aap ko aapar jeet ki bhut bhut shubkamnay aap se request h ki pm â€¦ co senspqymad,positive,"tensor([0.0219, 0.0961, 0.8820])"
674,21373,@ zakiani91 @ Natsecjeff @ IndoPac _ Info THEIR is plural not singular ! Aur yeh madrassa chaap hamein english padhaate hain ðŸ˜‚ðŸ˜‚ðŸ˜‚  ,zakiani natsecjeff indopac info plural singular aur yeh madrassa chaap hamein english padhaat hain ðÿ˜‚ðÿ˜‚ðÿ˜‚,neutral,"tensor([0.4199, 0.4286, 0.1516])"
675,21306,@ BeingSalmanKhan Superb couple being a sincere fan of you Bhaijaan I wanna wish to see you both in real life ..  ,beingsalmankhan superb coupl sincer fan bhaijaan wanna wish see real life,positive,"tensor([0.0504, 0.2072, 0.7424])"
676,23125,@ sumitkashyapjha What is this theory where everyone thinks â€œ lagta hai mujje chodke sabne bjp ko vote diya hai â€ and â€¦ https // t . co / btj3yA18mp  ,sumitkashyapjha theori everyon think â€œ lagta hai mujj chodk sabn bjp ko vote diya hai â€ â€¦ co btjyamp,neutral,"tensor([0.3506, 0.4503, 0.1991])"
677,31575,@ wildedo0lf @ anoopparashari @ Kavita _ Sharma4 Abye chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki o â€¦ https // t co / x9P7HkP5Fr  ,wildedolf anoopparashari kavita sharma aby chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki â€¦ co xphkpfr,negative,"tensor([0.6078, 0.2184, 0.1738])"
678,2368,RT @ BasavarajBogone You have worked for sabka saath sabka vikas ( everyone's support everyone's development ) now sabka vishwas ( everyone â€¦  ,basavarajbogon work sabka saath sabka vika everyon support everyon develop sabka vishwa everyon â€¦,positive,"tensor([0.0721, 0.4463, 0.4816])"
679,32193,@ Nasir _ yousafza @ JehangiriAhmad Pak Army is ko harket nhen kr skti jo ap ne dekhai aur na he essa kabhi ho ga yeh p â€¦ https // t co / y4WyBLLviT  ,nasir yousafza jehangiriahmad pak armi ko harket nhen kr skti jo ap ne dekhai aur na essa kabhi ho ga yeh p â€¦ co ywybllvit,neutral,"tensor([0.2929, 0.4625, 0.2446])"
680,14770,RT @ 1woo17 HE DIDNT HESITATE AND GAVE HIS ALL ðŸ˜­ðŸ‘ IM SOOO PROUD AND I CANT STOP LAUGHING ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ìš°ë¦¬ ì›Œëˆ„ ì¡´ë‚˜ì›ƒê²¨ ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ Dancing King â€¦  ,woo didnt hesit gave ðÿ˜­ðÿ‘ im sooo proud cant stop laugh ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ìš°ë¦¬ ì›œëˆ„ ì¡´ë‚˜ì›ƒê²¨ ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ danc king â€¦,positive,"tensor([0.0586, 0.4485, 0.4929])"
681,11517,@ untamed _ aditi @ HaaNiiToh @ rgrocks50 Thank god . Had you seen my instagram feed you would have labelled me super ugl â€¦ https // t . co / 6Ok8ocOaHs  ,untam aditi haaniitoh rgrock thank god seen instagram feed would label super ugl â€¦ co okocoah,positive,"tensor([0.0413, 0.4525, 0.5062])"
682,39083,Day 149 of 365 Days thank you Aisha and Radio Bula Masti for your continuous support for the last 2 years Watc â€¦ https // t co / Jnk10OpO1Y  ,day day thank aisha radio bula masti continu support last year watc â€¦ co jnkopoy,neutral,"tensor([0.0180, 0.5516, 0.4304])"
683,18781,@ i _ sarahayat Kabhi Kabhar Dillon Ki Beed Alfaz Bayan Kar Jate Hain Jay Ke Apke Lfaz Bayan Karahe Hain Ke Apka Paala â€¦ https // t co / tct05l2Mza  ,sarahayat kabhi kabhar dillon ki beed alfaz bayan kar jate hain jay ke apk lfaz bayan karah hain ke apka paala â€¦ co tctlmza,neutral,"tensor([0.2058, 0.5167, 0.2776])"
684,30879,@ LemeEngineer Bc tra konsa satta laga huwa tha . Phla match tha chills  ,lemeengin bc tra konsa satta laga huwa tha phla match tha chill,neutral,"tensor([0.4036, 0.5458, 0.0506])"
685,4161,The optimism in my fam is unreal . 85 tak agar 5 hogaye to match apna hosakta hai !  ,optim fam unreal tak agar hogay match apna hosakta hai,neutral,"tensor([0.2220, 0.6655, 0.1125])"
686,23207,@ aajtak Well done sir ðŸ‘ Lekin kash Aap ne aur congress ne yeh kaam pahele kiya hota toh yeh Nehru ji ko lekar itani â€¦ https // t . co / f1XfiWkgG3  ,aajtak well done sir ðÿ‘ lekin kash aap ne aur congress ne yeh kaam pahel kiya hota toh yeh nehru ji ko lekar itani â€¦ co fxfiwkgg,neutral,"tensor([0.2540, 0.5304, 0.2156])"
